Data status,Department,Organisation,Website address,Got everything I wanted,Got most of what I wanted,Got some of what I wanted,Got none of what I wanted,Very Satisfied,Satisfied,Neither satisfied nor dissatisfied,Dissatisfied,Very dissatisfied,Don't Know Satisfied,Very good ease of use,Good ease of use,Neither good nor poor ease of use,Poor ease of use,Very poor ease of use,Don't know ease of use,Very good design,Good design,Neither good nor poor design,Poor design,Very poor design,Don't know design,Very good ease of finding,Good ease of finding,Neither good not poor ease of finding,Poor ease of finding,Very poor ease of finding,Don't know ease of finding,Very good editorial,Good editorial,Neither good nor poor editorial,Poor editorial,Very poor editorial,Don't know editorial,Very good accuracy,Good accuracy,Neither good nor poor accuracy,Poor accuracy,Very poor accuracy,Don't know accuracy,Very good search,Good search,Neither good nor poor search,Poor search,Very poor search,Don't know search,Not used search,Definitely recommend,Probably recommend,Not sure recommend,Probably not recommend,Definitely not recommend,Age 16-19,Age 20-24,Age 25-34,Age 35-44,Age 45-54,Age 55-64,Age 65-74,Age 75+,Prefer not to say age,Sex male,Sex female,Prefer not to say sex,Disability yes,Disability no,Prefer not to say disability,Use Internet every day,Use Internet every two or three days,Use Internet about once a week,Use Internet about once a fortnight,Use Internet about once a month,Use Internet less often,Use Internet don't know,Unique users Apr-10,Unique users May-10,Unique users Jun-10,Unique users Jul-10,Unique users Aug-10,Unique users Sep-10,Unique users Oct-10,Unique users Nov-10,Unique users Dec-10,Unique users Jan-11,Unique Users Feb-11,Unique Users Mar-11,Yearly Unique Users,Visits Apr-10,Visits May-10,Visits Jun-10,Visits Jul-10,Visits Aug-10,Visits Sep-10,Visits Oct-10,Visits Nov-10,Visits Dec-10,Visits Jan-11,Visits Feb-11,Visits Mar-11,Two-page visits Apr-10,Two-page visits May-10,Two-page visits Jun-10,Two-page visits Jul-10,Two-page visits Aug-10,Two-page visits Sep-10,Two-page visits Oct-10,Two-page visits Nov-10,Two-page visits Dec-10,Two-page visits Jan-11,Two-page visits Feb-11,Two-page visits Mar-11,Visit duration Apr-10,Visit duration May-10,Visit duration Jun-10,Visit duration Jul-10,Visit duration Aug-10,Visit duration Sep-10,Visit duration Oct-10,Visit duration Nov-10,Visit duration Dec-10,Visit duration Jan-11,Visit duration Feb-11,Visit duration Mar-11,Page requests Apr-10,Page requests May-10,Page requests Jun-10,Page requests Jul-10,Page requests Aug-10,Page requests Sep-10,Page requests Oct-10,Page requests Nov-10,Page requests Dec-10,Page requests Jan-11,Page requests Feb-11,Page requests Mar-11,Strategy and planning costs,Design and build costs,Hosting and infrastructure costs,Content provision costs,Testing and evaluation costs,SCS ,Grade 6,Grade 7,SEO/SIO,HEO,EO,AO,AA,Other,Staff costs,Sites converged,Single-A automated accessibility,Double-A automated accessibility,Manual testing accessibility,User testing accessibility,Service availability,URL redirection,XML Sitemap,Valid HTML,Valid CSS,Consultation descriptions,Job vacancy descriptions
Received,BIS,Graduate Talent Pool,graduatetalentpool.bis.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4583,4384,4590,5279,4456,4330,1919,1644,2338,2360,3089,3120,,115334,120575,126770,133245,138626,144024,146275,148225,151343,154185,157961,161928,635,600,723,728,620,644,218,208,318,327,433,429,304,274,265,304,310,305,257,272,329,307,313,313,347688,359595,373353,389503,401820,413751,418334,422521,429062,435526,444638,454143,13500,0,52926,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,99.97,1,1,1,1,1,0
Received,BIS,Higher Education Funding Council for England (HEFCE),www.hefce.ac.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25589,41805,42840,54640,43534,44617,51696,58411,39721,47020,66882,71062,457036,40355,63609,70675,92137,68808,67356,81173,90386,56720,70821,107476,110379,17800,33185,36390,47210,35269,33807,38254,42564,25822,34110,52805,61388,286,308,299,281,304,297,286,283,166,287,262,240,125383,243563,257834,311767,238102,225438,254002,275122,169144,229260,319912,338844,0,0,12000,0,0,0,0,0,1.5,1.5,0,0,0,0,90000,0,1,1,1,1,99.5,1,1,1,1,0,0
Received,BIS,Information Authority,www.theia.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8467,11134,13142,7488,6880,6662,6565,8836,6050,6487,8470,9319,,41073,57206,65756,40380,40751,42400,37468,45681,32701,37963,42393,49084,10177,11706,13023,14464,16153,16738,10400,11246,7997,10421,11041,13841,77,96,111,97,133,109,165,145,208,209,184,171,83598,91903,103054,114272,126745,115325,1363282,89999,72618,83735,88389,108680,0,0,0,0,0,0,0,0.25,0,0.25,0.5,0,0,0,38000,0,1,1,1,0,100,0,1,1,1,0,0
Received,BIS,Investors in People,www.investorsinpeople.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22550,22221,20929,19967,18204,20532,21187,22624,16160,22945,23282,24384,234299,29367,29109,27362,25858,23529,26115,26937,28893,20384,29081,29447,30230,18737,18750,17316,16198,14738,16133,16348,17738,11877,17806,17919,155670,397,388,391,364,375,367,358,393,377,365,366,369,170062,164842,153338,140833,129425,139979,138117,154053,101793,149259,151774,155670,0,40500,42000,1200,0,0,0,0,0,0,0.05,0,0,0,2000,0,1,1,0,0,99.8,0,1,0,0,1,1
Received,BIS,Knowledge Transfer Partnership,www.ktponline.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100887,100741,96358,97842,93445,94299,118648,95654,77237,89259,80265,90468,142352,649941,708344,751639,819500,736118,729804,750455,640440,440726,519552,451364,90468,,,,,,,,,,,,,,,,,,,,,,,,,649941,708344,751639,819500,736118,729804,750455,640440,440726,519552,451364,502807,0,0,51236,0,0,0,0,0,0,0,1,0,0,0,35000,0,1,1,1,0,99.8,1,1,0,0,1,0
Received,BIS,Learning Record Service,www.learningrecordsservice.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3092,3403,4320,3939,3328,5900,5385,4817,3670,3858,4048,4289,,10655,12071,14260,15202,13843,24140,23539,21394,15306,18264,16082,18821,6333,7019,8643,9387,8325,14970,15939,14680,10175,12415,10712,12143,34,39,40,47,46,49,43,32,31,31,23,26,52920,59638,69479,72538,69297,98098,108038,79537,57823,71880,59387,66602,1,1,1,1,1,0,0,0,0,0.5,0,0,0,0,15500,0,1,1,1,0,99.9,0,1,1,1,1,0
Received,BIS,Local Better Regulation,www.lbro.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2046,2272,2743,3033,1818,2747,4576,3860,,,,,,3632,4162,4857,5586,3283,5102,7705,6523,,,,,2179,2330,2817,3239,2002,3214,4623,3522,,,,,175,159,157,174,177,175,168,158,,,,,,,,,,,,,0,2600,2000,0,0,0,0,0,0,0,0,0,0,0.2,6000,0,1,1,1,0,100,1,1,1,1,0,0
Received,BIS,Lowpay Commision,www.lowpay.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101043,33079,32024,27155,26467,26031,27543,34110,35369,29753,33365,29754,35297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2856,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,100,0,0,0,0,0,0
Received,BIS,Manufacturing Advisory Service,www.mas.bis.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9288,7961,8545,8928,8214,9632,9567,10115,7175,10803,10864,11096,85549,12584,11005,11882,12463,11663,13523,13373,14373,10109,15044,15043,15670,,,,,,,,,,,,,140,139,140,134,118,120,119,152,130,124,122,110,41999,38598,39877,38846,37093,41675,38731,42289,29988,46158,44482,46779,0,0,17392,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,99.5,1,1,1,1,1,0
Received,BIS,Nanoscience,www.rcuknano.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,276,237,295,253,233,210,242,150,265,189,217,2818,637,392,303,408,299,313,271,284,192,318,223,247,356,183,161,202,144,154,124,130,91,158,118,125,266,334,229,463,328,290,288,361,309,318,229,291,1633,1281,934,1644,885,936,784,900,601,961,645,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97.74,1,0,0,0,1,0
Received,BIS,National Occupational Standards,www.ukstandards.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26400,152365,71507,11511,6200,0,0,0.05,0.8,0,0,0,0,0,32250,0,1,1,0,0,100,0,1,1,0,1,1
Received,BIS,Natural Environment Research Council (NERC),www.nerc.ac.uk,20,36.7,26.7,16.6,30,33.3,16.7,10,10,,33.3,26.7,3.3,16.7,20,,16.7,40,23.3,3.3,13.3,3.4,13.3,36.7,3.3,23.3,20,3.4,26.7,36.7,16.7,3.3,13.3,3.3,20,33.3,23.3,3.3,6.7,13.4,20,30,3.3,6.7,16.7,,23.3,42.9,14.3,17.8,14.3,10.7,10,3.3,20,23.3,30,,3.3,6.7,3.4,50,50,,16.7,80,3.3,93.4,3.3,,,3.3,,,31238,32556,29309,25885,26151,31802,36037,35639,26354,31477,27625,32989,306854,44882,47915,43182,38819,39001,46997,55343,52944,38052,46196,39494,46237,22263,23069,21479,20128,20143,23562,26894,25765,18626,23035,19960,22220,276,288,285,293,300,326,326,364,367,324,309,300,156587,168473,153818,147745,146935,167783,190728,185639,128592,166368,143862,156324,0,0,3200,0,1327,0,0,0,0.15,0.1,0.5,0,0,0,20518,0,1,1,1,0,97.7,1,0,1,1,1,1
Received,BIS,Nesta,www.nesta.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18798,24511,21523,22018,20072,18819,24593,32192,17961,21867,26752,25223,240526,27795,33940,31446,33029,29491,27244,36614,49479,25161,32435,40180,37562,15719,16826,17653,18389,16520,15031,19989,27916,13085,16369,20374,18814,337,324,381,417,324,321,324,346,323,329,331,288,115079,121177,123344,135183,122342,110581,140809,185213,90697,115554,139076,130540,0,0,43109,0,0,0,0,0,0,0,0,0,0,0,85000,0,0,0,0,0,,0,0,0,0,0,0
Received,BIS,Office of Manpower Economics,www.ome.uk.com,64,36,,,52,48,,,,,52,48,,,,,24,76,,,,,28,68,4,,,,28,64,4,,,4,60,36,,,,4,20,48,8,,,24,,72,28,,,,,4,12,28,44,12,,,,68,32,,96,4,,88,8,,,4,,,4804,3162,3371,4136,2379,2745,3533,2647,1811,2475,2573,6270,35744,5832,3928,4057,5156,3233,3605,4314,3379,2272,3308,3483,7923,2540,1863,1915,1998,1576,1634,1832,1675,1124,1589,1556,3237,66,66,64,65,61,64,60,96,50,59,59,64,354467,263987,276217,334299,238893,258801,299522,111697,125465,152686,244760,453993,0,0,10150,0,0,0,0,0,0,0.2,0,0.4,0,0,1583,0,0,0,0,1,99.98,1,1,1,1,0,0
Received,BIS,Patent Office/UK Intellectual Property Office,www.ipo.gov.uk,57.2,24.9,12.8,5.1,35.1,45.3,11.7,4.2,3.4,0.3,24.9,45.3,12.5,7.5,2.6,7.2,18.5,42.3,22.6,5.7,2.6,8.3,15.5,39.6,23.4,9.1,4.5,7.9,29,42.6,14,4.2,2.3,7.9,36.6,36.9,13.6,2.3,2.3,8.3,19.2,26.8,21.5,7.2,4.5,7.6,13.2,48.2,31.8,11.4,5.3,3.3,1.5,5.3,36.2,22.6,15.9,6.8,2.6,,9.1,59.8,37.8,2.4,4.1,92.7,3.2,89.1,1.9,0.7,,0.4,0.4,7.5,124907,121931,116218,118435,124831,132483,128373,123780,106399,133020,131519,147868,,250841,240957,242310,244766,247504,261689,257649,246606,212462,269042,266672,269042,,,,,,,,,,,,,329,335,336,336,334,338,321,326,314,326,326,321,2241940,2141851,2187581,2234849,2243805,2344114,2170373,2112191,1780241,2325795,2349360,2616844,0,0,96446,6992,0,0,0,0,2,3,3,1.81,0,0,128345,0,1,0,1,1,99.7,1,1,1,1,1,0
Received,BIS,Research Councils UK,www.rcuk.ac.uk,14.3,33.3,35.7,16.7,9.5,38.1,31,7.1,9.5,4.8,14.6,39.1,26.8,14.6,4.9,,12.2,34.1,22,24.4,7.3,,12.5,35,15,22.5,15,,5,45,15,20,15,,5,45,15,20,15,,9.8,26.8,24.4,14.6,9.8,14.6,,,,,,,2.7,5.5,37.8,27,13.5,10.8,2.7,,,57.9,39.5,2.6,,,,89.5,5.3,,2.6,,2.6,,19949,20843,20809,21460,19821,23527,25978,23663,21568,21368,19246,22574,224927,26736,27912,27776,28292,26307,30422,34013,31620,28971,29795,26140,30784,10986,10937,10842,10828,10213,10939,12549,11576,12326,15742,12662,14959,297,279,281,278,276,277,267,285,264,272,283,258,70463,68310,66918,67570,63067,69655,76818,73941,74825,94785,81798,88624,0,9400,7400,0,0,0,0,0,0,0.8,0,0,0,0,26670,0,1,0,1,0,99,1,1,0,0,1,1
Received,BIS,Science and Technology Facilities Council,www.stfc.ac.uk,55,12.5,17.5,15,37.5,40,12.5,5.5,4.5,,50,22.5,15,10,2.5,,35,32.5,17.5,12.5,2.5,,37.5,27.5,10,15,7.5,2.5,10,30,45,7.5,5,2.5,22.5,50,25,2.5,,,27.5,45,10,2.5,5,7.5,2.5,80,,15,,5,12.5,20,20,17.5,12.5,5,5,,7.5,27.5,35,37.5,2.5,42.5,55,77.5,5,,2.5,7.5,,7.5,45165,48139,44965,41626,37974,55038,55419,53753,40337,52607,46766,53067,529781,63413,65986,63923,65221,58518,82543,83675,78734,60014,79821,71986,75285,21927,15996,15537,15415,14268,20238,21487,21261,16911,21927,19458,26756,250,215,250,258,251,256,253,249,248,301,317,370,137666,132566,140943,146028,133658,179067,175377,163201,125019,191032,171600,196203,0,0,4800,0,13950,0,0,0,1.8,0.8,1.8,0,0,0,0,0,1,1,1,1,99.89,1,1,1,1,1,0
Received,BIS,Student Loan Repayment,www.studentloanrepayment.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73278,71962,74778,73235,95109,95013,71039,59908,58516,70425,57886,83477,,106683,104487,109870,109250,136167,136781,112042,94045,90576,112611,93433,131446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5000,0,0,0,0,0,0,0,0,2,52000,0,1,0,1,1,99.5,0,0,1,1,1,0
Received,BIS,Student Loans Company Ltd,www.slc.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237283,225114,335849,279679,217529,316297,182805,142435,127799,165400,143548,198125,,2513931,2590716,4293666,4322483,2690658,3155419,2210618,1755991,1562789,2027700,1772066,2553440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,38400,0,2000,0,0,0,0,0,0,0,0,2,52000,0,1,0,1,1,99.5,0,0,1,1,1,0
Received,BIS,Technology Strategy Board (TSB) (www.innovateuk.org),www.innovateuk.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16848,16096,20413,17926,14889,20862,21160,21566,18198,28393,23097,27903,190551,26533,25843,33322,28352,23163,33337,34707,34074,28469,49229,37954,45017,13796,14081,17759,15466,14341,20882,22046,20258,15634,30247,22438,25407,350,360,353,346,350,366,365,394,392,414,387,379,87974,87641,110502,96772,95283,133703,148335,131046,102898,200486,146209,163689,0,47612,13668,23806,0,0,0,0,0,0,1,0.5,0,0,52000,1,1,0,0,0,99.7,0,1,0,0,0,1
Received,BIS,The Medical Research Council,www.mrc.ac.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37453,42709,41041,40049,39130,46717,44887,43273,33380,43690,40770,36809,395220,56080,65198,63671,61440,60512,74985,67688,70824,48784,68615,59566,52992,21009,32104,29351,32011,28952,37101,33112,35952,24919,34006,30565,25885,178,176,187,191,191,174,174,243,175,178,176,186,218985,237570,237731,241272,232803,265021,254429,264283,179565,260207,225535,198015,0,0,73771,0,0,0,0,1,0,0,0,1,0,0,64000,0,1,0,1,0,98,1,1,0,0,1,0
Received,BIS,The Postal Services Commission,www.psc.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4346,4346,4346,4346,4346,5873,4828,4479,3010,3881,4000,4351,27241,6782,6782,6782,6782,6782,8412,7459,7543,4659,5728,6434,7242,3520,3520,3520,3520,3520,3820,3777,3930,2534,3189,3413,3974,188,188,188,188,188,152,173,331,163,155,169,176,28265,28265,28265,28265,28265,34393,34332,31222,18914,23085,25502,30404,10700,15760,3745,3378,0,0,0,0,0,0,2,0,0,0,9436,0,1,1,0,0,99.5,1,1,0,1,0,0
Received,BIS,UK Atomic Energy Authority,www.uk-atomic-energy.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1374,1573,1710,1740,2069,2001,2265,2348,2157,2273,2093,3247,17630,1679,3862,3535,3688,4624,4664,5373,5742,6888,6948,6038,8179,,,,,,,,,,,,,,,,,,,,,,,,,,26981,34366,31182,39518,38814,43466,45596,42237,42556,39606,57839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,0,1,1,0,0,99,0,1,1,1,0,1
Received,BIS,UK Commission for Employment and Skills,www.ukces.org.uk,,,,,,,,,,,5.3,42.1,31.6,18.4,2.6,,2.6,68.4,15.8,7.9,5.3,,,35.1,32.4,24.3,8.1,,7.9,63.2,23.7,5.3,,,7.9,63.2,23.7,5.3,,,2.7,35.1,40.5,16.2,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8245,9279,8690,9245,8657,8250,8001,7919,6417,8696,7910,8487,83822,13657,14868,13721,15078,15096,13375,12396,12309,9581,13088,11914,18108,7691,7914,7431,8246,8324,7122,6627,6483,5107,6884,6119,8487,337,327,312,319,367,301,293,332,306,281,311,325,53265,53875,50466,56749,57852,45835,43581,43088,33226,43444,39998,53446,1183,0,6000,10005,591,0,0,0,0.8,0,0,0,0,0,28000,0,1,1,0,0,99.66,1,1,0,0,1,1
Received,BIS,UK Skills,www.ukskills.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728,2018,1802,1621,1345,2431,1146,2849,1469,1805,1755,2310,,3023,2804,2436,2152,1744,3094,1927,4484,2359,2618,2523,3247,2,2,3,3,3,3,3,3,3,2,2,2,180,60,60,60,60,60,120,180,180,120,120,90,,,,,,,,,,,,,0,32150,2250,0,0,0,0,0,0,0,0,0,0,0,32000,0,0,0,0,0,95,1,1,0,0,1,0
Not received,BIS,National Employer Service (NES),nationalemployerservice.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,BIS,Office for Fair Access (OFFA),www.offa.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,BIS,Safe Learner,www.safelearner.info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,BIS,UK Register of Learning Providers,ukrlp.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,CCEW,Charity Commission,www.charitycommission.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278123,260658,254293,259356,222352,253041,224220,271627,200174,302007,273268,301006,2324263,481606,457686,471411,485814,419889,468739,416141,500225,361746,559437,506489,563932,349781,336292,344981,357720,311813,344790,311646,361045,256605,410044,368414,400669,464,477,494,502,515,503,529,500,525,536,496,502,3303176,3257264,3373584,3557953,3151859,3406370,3287896,3525782,2641688,4329464,3546851,3900506,0,89775,129599,0,0,0,0,0,2,2,0.68,0.73,0,0,149857,0,1,1,1,1,99.88,0,1,1,1,1,1
Received,CLG,Data for Neighbourhoods and Regeneration,www.data4nr.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3229,2429,2421,2274,2098,2367,2916,3575,2479,3267,3265,4000,30237,4119,3146,3276,3138,3029,3387,3859,4690,3212,4316,4231,5015,1663,1373,1383,1422,1391,1487,1639,1997,1262,1744,1681,1946,,,,,,,,,,,,,12009,10165,10365,9997,10310,11727,11709,13798,9036,12098,11705,13647,0,0,500,8500,1000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1,0,1,1,1,1
Received,CLG,Department for Communities and Local Government,www.communities.gov.uk,20.1,17.6,37.7,24.6,4.5,33.6,21.3,26.2,13.9,0.5,9.4,30.7,26.6,20.1,12.3,0.9,9.5,32.4,36.1,14.9,7.1,,9.2,18.5,23.1,28.2,20.6,0.4,9.7,37.1,29.5,11,11.4,1.3,10.9,33.1,25.5,11.3,13.4,5.8,3.3,8.1,6.6,8.3,12.6,1.2,59.9,14,28.1,20.7,27.7,9.5,1.4,4.5,23.9,22,23.9,15.9,4.7,1.7,2,58.8,38.9,2.3,88.3,7.2,4.5,95.2,4,0.4,0.4,,,,306638,227634,212444,215111,327438,317165,348412,368704,271867,356806,343231,393368,2784614,446223,339636,347237,353872,529764,502129,560101,626758,467938,582239,560543,624721,139585,112002,134793,138761,202326,184964,211689,258054,196071,225433,217312,231353,257,230,235,237,249,235,243,457,268,256,255,260,1640607,1213411,1214130,1226039,1939290,1800381,2013730,2256558,1681220,2028912,1965554,2119108,0,99258,323783,0,0,0,0,1,1,3.6,4,0,0,0,172500,0,1,1,1,0,99.72,1,1,1,1,1,1
Received,CLG,Fire Service College,www.fireservicecollege.ac.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6169,5911,5446,5543,4779,5414,5798,5691,4177,5735,5214,5720,,14009,13389,12434,12585,10112,12074,11457,12387,9072,12049,11025,14627,,,,,,,,,,,,,93,88,83,82,99,92,93,94,96,88,85,78,41334,39956,38434,35465,32990,35123,35029,36413,26471,35670,32612,38719,0,0,17940,0,0,0,0,0,0.2,0.3,0.2,0,0,0,20624,0,1,1,0,0,99,1,1,1,1,1,0
Received,CLG,Homes and Communities Agency,www.homesandcommunities.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41300,39589,37372,39219,34894,37829,45748,45047,32146,44340,52962,54241,396733,59685,55937,54940,58224,51757,55530,70973,70510,46463,64085,84178,83403,40721,36926,35241,35191,29999,31717,38753,38065,24008,34363,50641,45175,289,264,263,263,278,275,254,282,266,273,266,271,264739,231541,220330,233392,198176,205881,236959,232802,149413,219011,291872,278155,0,0,83943,0,476,0,0,0,1,0,0.6,0,0,0,57287,3,0,0,1,0,99.99,0,1,0,0,0,0
Received,CLG,Info 4 Local,www.info4local.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21273,28363,44669,35500,31737,31078,39209,37054,32367,33869,30649,33112,,37107,53992,96956,80264,68399,64306,87098,84756,68935,72598,64699,70152,,37589,72849,62615,52203,48116,60939,66040,55131,57128,50594,53433,225,178,275,304,293,278,298,291,315,281,281,270,179693,151616,206264,173456,144348,130766,182303,170348,147888,143674,133059,142700,0,29206,0,100514,4580,0,0,0,1,0,0,0,0,0,50475,0,0,0,1,0,99.72,0,1,1,1,0,0
Received,CLG,Leasehold Advisory Agency,www.lease-advice.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29390,29110,36438,37324,34652,34212,33480,32535,22110,35717,36936,41005,346094,42338,41955,52861,54362,50721,49763,48586,47937,31863,51741,53340,59499,29283,28719,36057,37362,34167,33283,32355,31774,20794,34579,35253,38569,247,242,249,247,241,240,239,242,226,243,244,229,245460,245200,295790,264431,250584,241574,242412,234217,150425,261503,270231,281736,0,426,1408,0,3255,0,0,0,0.05,0.2,0,0,0,0,8900,0,0,0,0,0,99.98,0,0,1,1,1,1
Received,CLG,Local Government Finance Information for Local Authorities,www.local.communities.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243000,1389000,933000,860000,994000,1078000,775000,700000,1581000,987000,982000,742000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5850,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
